order_id,order_date,region,category,product,quantity,discount,revenue,profit,year,month,month_name,quarter,week,year_month,unit_price,profit_margin
CA-2014-143336,2014-08-27,West,Office Supplies,Art,2,0.0,8.56,2.4824,2014,8,Aug,3,35,2014-08,4.28,2.48
CA-2014-143336,2014-08-27,West,Technology,Phones,3,0.2,213.48,16.011,2014,8,Aug,3,35,2014-08,71.16,16.01
CA-2014-143336,2014-08-27,West,Office Supplies,Binders,4,0.2,22.72,7.384,2014,8,Aug,3,35,2014-08,5.68,7.38
CA-2016-137330,2016-12-09,Central,Office Supplies,Art,7,0.0,19.46,5.0596,2016,12,Dec,4,49,2016-12,2.78,5.06
CA-2016-137330,2016-12-09,Central,Office Supplies,Appliances,7,0.0,60.34,15.6884,2016,12,Dec,4,49,2016-12,8.62,15.69
US-2017-156909,2017-07-16,East,Furniture,Chairs,2,0.3,71.37,-1.0196,2017,7,Jul,3,28,2017-07,35.68,-1.02
CA-2015-106320,2015-09-25,West,Furniture,Tables,3,0.0,1044.63,240.2649,2015,9,Sep,3,39,2015-09,348.21,240.26
CA-2016-121755,2016-01-16,West,Office Supplies,Binders,2,0.2,11.65,4.2224,2016,1,Jan,1,2,2016-01,5.82,4.22
CA-2016-121755,2016-01-16,West,Technology,Accessories,3,0.0,90.57,11.7741,2016,1,Jan,1,2,2016-01,30.19,11.77
US-2015-150630,2015-09-17,East,Furniture,Bookcases,7,0.5,3083.43,-1665.0522,2015,9,Sep,3,38,2015-09,440.49,-1665.05
US-2015-150630,2015-09-17,East,Office Supplies,Binders,2,0.7,9.62,-7.0532,2015,9,Sep,3,38,2015-09,4.81,-7.05
US-2015-150630,2015-09-17,East,Furniture,Furnishings,3,0.2,124.2,15.525,2015,9,Sep,3,38,2015-09,41.4,15.52
US-2015-150630,2015-09-17,East,Office Supplies,Envelopes,2,0.2,3.26,1.1016,2015,9,Sep,3,38,2015-09,1.63,1.1
US-2015-150630,2015-09-17,East,Office Supplies,Art,6,0.2,86.3,9.7092,2015,9,Sep,3,38,2015-09,14.38,9.71
US-2015-150630,2015-09-17,East,Office Supplies,Binders,6,0.7,6.86,-5.715,2015,9,Sep,3,38,2015-09,1.14,-5.72
US-2015-150630,2015-09-17,East,Office Supplies,Art,2,0.2,15.76,3.546,2015,9,Sep,3,38,2015-09,7.88,3.55
CA-2017-107727,2017-10-19,Central,Office Supplies,Paper,3,0.2,29.47,9.9468,2017,10,Oct,4,42,2017-10,9.82,9.95
CA-2016-117590,2016-12-08,Central,Technology,Phones,7,0.2,1097.54,123.4737,2016,12,Dec,4,49,2016-12,156.79,123.47
CA-2016-117590,2016-12-08,Central,Furniture,Furnishings,5,0.6,190.92,-147.963,2016,12,Dec,4,49,2016-12,38.18,-147.96
CA-2015-117415,2015-12-27,Central,Office Supplies,Envelopes,9,0.2,113.33,35.415,2015,12,Dec,4,52,2015-12,12.59,35.42
CA-2015-117415,2015-12-27,Central,Furniture,Bookcases,3,0.32,532.4,-46.9764,2015,12,Dec,4,52,2015-12,177.47,-46.98
CA-2015-117415,2015-12-27,Central,Furniture,Chairs,3,0.3,212.06,-15.147,2015,12,Dec,4,52,2015-12,70.69,-15.15
CA-2015-117415,2015-12-27,Central,Technology,Phones,4,0.2,371.17,41.7564,2015,12,Dec,4,52,2015-12,92.79,41.76
CA-2017-120999,2017-09-10,Central,Technology,Phones,4,0.2,147.17,16.5564,2017,9,Sep,3,36,2017-09,36.79,16.56
CA-2016-101343,2016-07-17,West,Office Supplies,Storage,2,0.0,77.88,3.894,2016,7,Jul,3,28,2016-07,38.94,3.89
CA-2017-139619,2017-09-19,South,Office Supplies,Storage,2,0.2,95.62,9.5616,2017,9,Sep,3,38,2017-09,47.81,9.56
CA-2016-118255,2016-03-11,Central,Technology,Accessories,2,0.0,45.98,19.7714,2016,3,Mar,1,10,2016-03,22.99,19.77
CA-2016-118255,2016-03-11,Central,Office Supplies,Binders,2,0.0,17.46,8.2062,2016,3,Mar,1,10,2016-03,8.73,8.21
CA-2014-146703,2014-10-20,Central,Office Supplies,Storage,4,0.0,211.96,8.4784,2014,10,Oct,4,43,2014-10,52.99,8.48
CA-2016-169194,2016-06-20,East,Technology,Accessories,3,0.0,45.0,4.95,2016,6,Jun,2,25,2016-06,15.0,4.95
CA-2016-169194,2016-06-20,East,Technology,Phones,2,0.0,21.8,6.104,2016,6,Jun,2,25,2016-06,10.9,6.1
CA-2015-115742,2015-04-18,Central,Office Supplies,Binders,6,0.0,38.22,17.9634,2015,4,Apr,2,16,2015-04,6.37,17.96
CA-2015-115742,2015-04-18,Central,Office Supplies,Labels,6,0.0,75.18,35.3346,2015,4,Apr,2,16,2015-04,12.53,35.33
CA-2015-115742,2015-04-18,Central,Furniture,Furnishings,2,0.0,6.16,2.9568,2015,4,Apr,2,16,2015-04,3.08,2.96
CA-2015-115742,2015-04-18,Central,Furniture,Chairs,1,0.0,89.99,17.0981,2015,4,Apr,2,16,2015-04,89.99,17.1
CA-2016-105816,2016-12-11,East,Office Supplies,Fasteners,7,0.0,15.26,6.2566,2016,12,Dec,4,49,2016-12,2.18,6.26
CA-2016-105816,2016-12-11,East,Technology,Phones,5,0.0,1029.95,298.6855,2016,12,Dec,4,49,2016-12,205.99,298.69
CA-2016-111682,2016-06-17,East,Office Supplies,Storage,6,0.0,208.56,52.14,2016,6,Jun,2,24,2016-06,34.76,52.14
CA-2016-111682,2016-06-17,East,Office Supplies,Paper,5,0.0,32.4,15.552,2016,6,Jun,2,24,2016-06,6.48,15.55
CA-2016-111682,2016-06-17,East,Furniture,Chairs,5,0.1,319.41,7.098,2016,6,Jun,2,24,2016-06,63.88,7.1
CA-2016-111682,2016-06-17,East,Office Supplies,Paper,2,0.0,14.56,6.9888,2016,6,Jun,2,24,2016-06,7.28,6.99
CA-2016-111682,2016-06-17,East,Technology,Accessories,2,0.0,30.0,3.3,2016,6,Jun,2,24,2016-06,15.0,3.3
CA-2016-111682,2016-06-17,East,Office Supplies,Binders,4,0.2,48.48,16.362,2016,6,Jun,2,24,2016-06,12.12,16.36
CA-2016-111682,2016-06-17,East,Office Supplies,Art,1,0.0,1.68,0.84,2016,6,Jun,2,24,2016-06,1.68,0.84
CA-2015-135545,2015-11-24,West,Technology,Accessories,2,0.0,13.98,6.1512,2015,11,Nov,4,48,2015-11,6.99,6.15
CA-2015-135545,2015-11-24,West,Office Supplies,Binders,6,0.2,25.82,9.3612,2015,11,Nov,4,48,2015-11,4.3,9.36
CA-2015-135545,2015-11-24,West,Office Supplies,Paper,3,0.0,146.73,68.9631,2015,11,Nov,4,48,2015-11,48.91,68.96
CA-2015-135545,2015-11-24,West,Furniture,Furnishings,4,0.0,79.76,22.3328,2015,11,Nov,4,48,2015-11,19.94,22.33
US-2015-164175,2015-04-30,Central,Furniture,Chairs,5,0.3,213.12,-15.2225,2015,4,Apr,2,18,2015-04,42.62,-15.22
CA-2014-106376,2014-12-05,West,Office Supplies,Art,8,0.2,1113.02,111.3024,2014,12,Dec,4,49,2014-12,139.13,111.3
CA-2014-106376,2014-12-05,West,Technology,Phones,4,0.2,167.97,62.988,2014,12,Dec,4,49,2014-12,41.99,62.99
CA-2016-119823,2016-06-04,South,Office Supplies,Paper,2,0.0,75.88,35.6636,2016,6,Jun,2,22,2016-06,37.94,35.66
CA-2016-106075,2016-09-18,East,Office Supplies,Binders,1,0.2,4.62,1.731,2016,9,Sep,3,37,2016-09,4.62,1.73
CA-2017-114440,2017-09-14,Central,Office Supplies,Paper,3,0.0,19.05,8.763,2017,9,Sep,3,37,2017-09,6.35,8.76
US-2015-134026,2015-04-26,South,Furniture,Chairs,8,0.2,831.94,-114.3912,2015,4,Apr,2,17,2015-04,103.99,-114.39
US-2015-134026,2015-04-26,South,Furniture,Furnishings,2,0.2,97.04,1.213,2015,4,Apr,2,17,2015-04,48.52,1.21
US-2015-134026,2015-04-26,South,Office Supplies,Storage,1,0.2,72.78,-18.196,2015,4,Apr,2,17,2015-04,72.78,-18.2
US-2017-118038,2017-12-09,Central,Office Supplies,Binders,3,0.8,1.25,-1.9344,2017,12,Dec,4,49,2017-12,0.42,-1.93
US-2017-118038,2017-12-09,Central,Furniture,Furnishings,3,0.6,9.71,-5.8248,2017,12,Dec,4,49,2017-12,3.24,-5.82
US-2017-118038,2017-12-09,Central,Office Supplies,Storage,3,0.2,27.24,2.724,2017,12,Dec,4,49,2017-12,9.08,2.72
US-2014-147606,2014-11-26,Central,Furniture,Furnishings,5,0.6,19.3,-14.475,2014,11,Nov,4,48,2014-11,3.86,-14.48
CA-2016-127208,2016-06-12,South,Office Supplies,Appliances,1,0.0,208.16,56.2032,2016,6,Jun,2,23,2016-06,208.16,56.2
CA-2016-127208,2016-06-12,South,Office Supplies,Binders,3,0.0,16.74,8.0352,2016,6,Jun,2,23,2016-06,5.58,8.04
CA-2014-139451,2014-10-12,West,Office Supplies,Art,5,0.0,14.9,4.172,2014,10,Oct,4,41,2014-10,2.98,4.17
CA-2014-139451,2014-10-12,West,Office Supplies,Storage,1,0.0,21.39,6.2031,2014,10,Oct,4,41,2014-10,21.39,6.2
CA-2015-149734,2015-09-03,South,Office Supplies,Envelopes,7,0.2,200.98,62.8075,2015,9,Sep,3,36,2015-09,28.71,62.81
US-2017-119662,2017-11-13,Central,Office Supplies,Storage,3,0.2,230.38,-48.9549,2017,11,Nov,4,46,2017-11,76.79,-48.95
CA-2017-140088,2017-05-28,South,Furniture,Chairs,2,0.0,301.96,33.2156,2017,5,May,2,21,2017-05,150.98,33.22
CA-2017-155558,2017-10-26,Central,Technology,Accessories,1,0.0,19.99,6.7966,2017,10,Oct,4,43,2017-10,19.99,6.8
CA-2017-155558,2017-10-26,Central,Office Supplies,Labels,2,0.0,6.16,2.9568,2017,10,Oct,4,43,2017-10,3.08,2.96
CA-2016-159695,2016-04-05,Central,Office Supplies,Storage,7,0.2,158.37,13.8572,2016,4,Apr,2,14,2016-04,22.62,13.86
CA-2016-109806,2016-09-17,West,Office Supplies,Art,3,0.0,20.1,6.633,2016,9,Sep,3,37,2016-09,6.7,6.63
CA-2016-109806,2016-09-17,West,Technology,Phones,2,0.2,73.58,8.2782,2016,9,Sep,3,37,2016-09,36.79,8.28
CA-2016-109806,2016-09-17,West,Office Supplies,Paper,1,0.0,6.48,3.1104,2016,9,Sep,3,37,2016-09,6.48,3.11
CA-2015-149587,2015-01-31,Central,Office Supplies,Paper,2,0.0,12.96,6.2208,2015,1,Jan,1,5,2015-01,6.48,6.22
CA-2015-149587,2015-01-31,Central,Furniture,Furnishings,3,0.0,53.34,16.5354,2015,1,Jan,1,5,2015-01,17.78,16.54
CA-2015-149587,2015-01-31,Central,Office Supplies,Binders,2,0.0,32.96,16.1504,2015,1,Jan,1,5,2015-01,16.48,16.15
US-2017-109484,2017-11-06,West,Office Supplies,Binders,1,0.7,5.68,-3.788,2017,11,Nov,4,45,2017-11,5.68,-3.79
CA-2017-161018,2017-11-09,East,Furniture,Furnishings,7,0.0,96.53,40.5426,2017,11,Nov,4,45,2017-11,13.79,40.54
CA-2017-157833,2017-06-17,West,Office Supplies,Binders,3,0.2,51.31,17.9592,2017,6,Jun,2,24,2017-06,17.1,17.96
CA-2016-149223,2016-09-06,Central,Office Supplies,Appliances,6,0.0,77.88,22.5852,2016,9,Sep,3,36,2016-09,12.98,22.59
CA-2016-158568,2016-08-29,Central,Office Supplies,Paper,7,0.2,64.62,22.6184,2016,8,Aug,3,35,2016-08,9.23,22.62
CA-2016-158568,2016-08-29,Central,Technology,Accessories,3,0.2,95.98,-10.7973,2016,8,Aug,3,35,2016-08,31.99,-10.8
CA-2016-158568,2016-08-29,Central,Office Supplies,Binders,3,0.8,1.79,-3.0396,2016,8,Aug,3,35,2016-08,0.6,-3.04
CA-2016-129903,2016-12-01,Central,Office Supplies,Paper,4,0.0,23.92,11.7208,2016,12,Dec,4,48,2016-12,5.98,11.72
US-2015-156867,2015-11-13,West,Technology,Accessories,6,0.2,238.9,-26.8758,2015,11,Nov,4,46,2015-11,39.82,-26.88
US-2015-156867,2015-11-13,West,Furniture,Furnishings,3,0.2,102.36,-3.8385,2015,11,Nov,4,46,2015-11,34.12,-3.84
US-2015-156867,2015-11-13,West,Office Supplies,Binders,3,0.7,36.88,-25.8174,2015,11,Nov,4,46,2015-11,12.29,-25.82
CA-2017-119004,2017-11-23,South,Technology,Accessories,8,0.2,74.11,17.6016,2017,11,Nov,4,47,2017-11,9.26,17.6
CA-2017-119004,2017-11-23,South,Technology,Phones,1,0.2,27.99,2.0994,2017,11,Nov,4,47,2017-11,27.99,2.1
CA-2017-119004,2017-11-23,South,Office Supplies,Art,1,0.2,3.3,1.0738,2017,11,Nov,4,47,2017-11,3.3,1.07
CA-2015-129476,2015-10-15,Central,Technology,Accessories,5,0.2,339.96,67.992,2015,10,Oct,4,42,2015-10,67.99,67.99
CA-2017-146780,2017-12-25,East,Furniture,Furnishings,2,0.0,41.96,10.9096,2017,12,Dec,4,52,2017-12,20.98,10.91
CA-2016-128867,2016-11-03,Central,Office Supplies,Art,2,0.0,75.96,22.788,2016,11,Nov,4,44,2016-11,37.98,22.79
CA-2016-128867,2016-11-03,Central,Office Supplies,Binders,6,0.0,27.24,13.3476,2016,11,Nov,4,44,2016-11,4.54,13.35
CA-2014-115259,2014-08-25,East,Office Supplies,Fasteners,14,0.2,40.1,14.5348,2014,8,Aug,3,35,2014-08,2.86,14.53
CA-2014-115259,2014-08-25,East,Office Supplies,Envelopes,2,0.2,4.72,1.652,2014,8,Aug,3,35,2014-08,2.36,1.65
CA-2014-115259,2014-08-25,East,Office Supplies,Paper,3,0.2,23.98,7.4925,2014,8,Aug,3,35,2014-08,7.99,7.49
CA-2014-115259,2014-08-25,East,Office Supplies,Envelopes,6,0.2,130.46,44.0316,2014,8,Aug,3,35,2014-08,21.74,44.03
CA-2015-110457,2015-03-02,West,Furniture,Tables,3,0.0,787.53,165.3813,2015,3,Mar,1,10,2015-03,262.51,165.38
US-2015-136476,2015-04-05,South,Office Supplies,Binders,1,0.7,157.79,-115.7156,2015,4,Apr,2,14,2015-04,157.79,-115.72
CA-2016-103730,2016-06-12,East,Furniture,Furnishings,3,0.0,47.04,18.3456,2016,6,Jun,2,23,2016-06,15.68,18.35
CA-2016-103730,2016-06-12,East,Office Supplies,Binders,4,0.0,30.84,13.878,2016,6,Jun,2,23,2016-06,7.71,13.88
CA-2016-103730,2016-06-12,East,Office Supplies,Storage,6,0.0,226.56,63.4368,2016,6,Jun,2,23,2016-06,37.76,63.44
CA-2016-103730,2016-06-12,East,Office Supplies,Envelopes,9,0.0,115.02,51.759,2016,6,Jun,2,23,2016-06,12.78,51.76
CA-2016-103730,2016-06-12,East,Technology,Phones,7,0.0,68.04,19.7316,2016,6,Jun,2,23,2016-06,9.72,19.73
US-2014-152030,2014-12-26,Central,Furniture,Chairs,3,0.3,600.56,-8.5794,2014,12,Dec,4,52,2014-12,200.19,-8.58
US-2014-134614,2014-09-20,Central,Furniture,Tables,6,0.5,617.7,-407.682,2014,9,Sep,3,38,2014-09,102.95,-407.68
US-2017-107272,2017-11-05,West,Office Supplies,Binders,2,0.7,2.39,-1.8308,2017,11,Nov,4,44,2017-11,1.2,-1.83
US-2017-107272,2017-11-05,West,Office Supplies,Storage,7,0.2,243.99,30.499,2017,11,Nov,4,44,2017-11,34.86,30.5
US-2016-125969,2016-11-06,West,Furniture,Chairs,2,0.2,81.42,-9.1602,2016,11,Nov,4,44,2016-11,40.71,-9.16
US-2016-125969,2016-11-06,West,Furniture,Furnishings,3,0.0,238.56,26.2416,2016,11,Nov,4,44,2016-11,79.52,26.24
US-2017-164147,2017-02-02,East,Technology,Phones,5,0.4,59.97,-11.994,2017,2,Feb,1,5,2017-02,11.99,-11.99
US-2017-164147,2017-02-02,East,Office Supplies,Paper,2,0.2,78.3,29.364,2017,2,Feb,1,5,2017-02,39.15,29.36
US-2017-164147,2017-02-02,East,Office Supplies,Fasteners,9,0.2,21.46,6.9732,2017,2,Feb,1,5,2017-02,2.38,6.97
CA-2016-145583,2016-10-13,West,Office Supplies,Paper,3,0.0,20.04,9.6192,2016,10,Oct,4,41,2016-10,6.68,9.62
CA-2016-145583,2016-10-13,West,Office Supplies,Paper,1,0.0,35.44,16.6568,2016,10,Oct,4,41,2016-10,35.44,16.66
CA-2016-145583,2016-10-13,West,Office Supplies,Art,4,0.0,11.52,3.456,2016,10,Oct,4,41,2016-10,2.88,3.46
CA-2016-145583,2016-10-13,West,Office Supplies,Fasteners,2,0.0,4.02,1.9698,2016,10,Oct,4,41,2016-10,2.01,1.97
CA-2016-145583,2016-10-13,West,Office Supplies,Binders,3,0.2,76.18,26.6616,2016,10,Oct,4,41,2016-10,25.39,26.66
CA-2016-145583,2016-10-13,West,Office Supplies,Supplies,6,0.0,65.88,18.4464,2016,10,Oct,4,41,2016-10,10.98,18.45
CA-2016-145583,2016-10-13,West,Furniture,Furnishings,14,0.0,43.12,20.6976,2016,10,Oct,4,41,2016-10,3.08,20.7
CA-2016-110366,2016-09-05,East,Furniture,Furnishings,2,0.2,82.8,10.35,2016,9,Sep,3,36,2016-09,41.4,10.35
CA-2017-106180,2017-09-18,West,Office Supplies,Art,3,0.0,8.82,2.3814,2017,9,Sep,3,38,2017-09,2.94,2.38
CA-2017-106180,2017-09-18,West,Office Supplies,Envelopes,3,0.0,10.86,5.1042,2017,9,Sep,3,38,2017-09,3.62,5.1
CA-2017-106180,2017-09-18,West,Office Supplies,Paper,3,0.0,143.7,68.976,2017,9,Sep,3,38,2017-09,47.9,68.98
CA-2017-155376,2017-12-22,Central,Office Supplies,Appliances,3,0.0,839.43,218.2518,2017,12,Dec,4,51,2017-12,279.81,218.25
CA-2015-110744,2015-09-07,West,Office Supplies,Storage,7,0.0,671.93,20.1579,2015,9,Sep,3,37,2015-09,95.99,20.16
CA-2014-110072,2014-10-22,East,Furniture,Furnishings,4,0.2,93.89,12.9096,2014,10,Oct,4,43,2014-10,23.47,12.91
CA-2016-114489,2016-12-05,Central,Technology,Phones,11,0.0,384.45,103.8015,2016,12,Dec,4,49,2016-12,34.95,103.8
CA-2016-114489,2016-12-05,Central,Technology,Phones,3,0.0,149.97,5.9988,2016,12,Dec,4,49,2016-12,49.99,6.0
CA-2016-114489,2016-12-05,Central,Furniture,Chairs,8,0.0,1951.84,585.552,2016,12,Dec,4,49,2016-12,243.98,585.55
CA-2016-114489,2016-12-05,Central,Office Supplies,Binders,5,0.0,171.55,80.6285,2016,12,Dec,4,49,2016-12,34.31,80.63
CA-2016-158834,2016-03-13,West,Office Supplies,Appliances,5,0.2,157.92,17.766,2016,3,Mar,1,10,2016-03,31.58,17.77
CA-2016-158834,2016-03-13,West,Technology,Phones,2,0.2,203.18,15.2388,2016,3,Mar,1,10,2016-03,101.59,15.24
CA-2015-124919,2015-05-31,West,Office Supplies,Paper,7,0.0,58.38,26.271,2015,5,May,2,22,2015-05,8.34,26.27
CA-2015-124919,2015-05-31,West,Office Supplies,Paper,4,0.0,105.52,48.5392,2015,5,May,2,22,2015-05,26.38,48.54
CA-2015-124919,2015-05-31,West,Office Supplies,Storage,6,0.0,80.88,21.0288,2015,5,May,2,22,2015-05,13.48,21.03
CA-2015-118948,2015-05-28,West,Office Supplies,Art,3,0.0,6.63,1.7901,2015,5,May,2,22,2015-05,2.21,1.79
CA-2014-104269,2014-03-01,West,Furniture,Chairs,2,0.2,457.57,51.4764,2014,3,Mar,1,9,2014-03,228.78,51.48
CA-2016-114104,2016-11-20,Central,Office Supplies,Labels,2,0.0,14.62,6.8714,2016,11,Nov,4,46,2016-11,7.31,6.87
CA-2016-114104,2016-11-20,Central,Technology,Phones,7,0.0,944.93,236.2325,2016,11,Nov,4,46,2016-11,134.99,236.23
CA-2016-162733,2016-05-11,West,Office Supplies,Paper,1,0.0,5.98,2.691,2016,5,May,2,19,2016-05,5.98,2.69
CA-2015-119697,2015-12-28,East,Technology,Accessories,2,0.2,54.38,1.3596,2015,12,Dec,4,53,2015-12,27.19,1.36
CA-2016-154508,2016-11-16,West,Office Supplies,Envelopes,5,0.0,28.4,13.348,2016,11,Nov,4,46,2016-11,5.68,13.35
CA-2016-113817,2016-11-07,West,Office Supplies,Binders,2,0.2,27.68,9.688,2016,11,Nov,4,45,2016-11,13.84,9.69
CA-2014-139892,2014-09-08,Central,Office Supplies,Art,3,0.2,9.94,2.7324,2014,9,Sep,3,37,2014-09,3.31,2.73
CA-2014-139892,2014-09-08,Central,Technology,Machines,8,0.4,8159.95,-1359.992,2014,9,Sep,3,37,2014-09,1019.99,-1359.99
CA-2014-139892,2014-09-08,Central,Office Supplies,Storage,3,0.2,275.93,-58.6347,2014,9,Sep,3,37,2014-09,91.98,-58.63
CA-2014-139892,2014-09-08,Central,Furniture,Chairs,9,0.3,1740.06,-24.858,2014,9,Sep,3,37,2014-09,193.34,-24.86
CA-2014-139892,2014-09-08,Central,Office Supplies,Art,6,0.2,32.06,6.8136,2014,9,Sep,3,37,2014-09,5.34,6.81
CA-2014-139892,2014-09-08,Central,Office Supplies,Appliances,5,0.8,177.98,-453.849,2014,9,Sep,3,37,2014-09,35.6,-453.85
CA-2014-139892,2014-09-08,Central,Technology,Phones,3,0.2,143.98,8.9985,2014,9,Sep,3,37,2014-09,47.99,9.0
CA-2014-118962,2014-08-05,West,Office Supplies,Paper,3,0.0,20.94,9.8418,2014,8,Aug,3,32,2014-08,6.98,9.84
CA-2014-118962,2014-08-05,West,Office Supplies,Paper,2,0.0,110.96,53.2608,2014,8,Aug,3,32,2014-08,55.48,53.26
CA-2014-118962,2014-08-05,West,Furniture,Chairs,7,0.2,340.14,21.259,2014,8,Aug,3,32,2014-08,48.59,21.26
US-2014-100853,2014-09-14,Central,Office Supplies,Appliances,2,0.8,52.45,-131.12,2014,9,Sep,3,37,2014-09,26.22,-131.12
US-2014-100853,2014-09-14,Central,Office Supplies,Labels,4,0.2,20.16,6.552,2014,9,Sep,3,37,2014-09,5.04,6.55
US-2017-152366,2017-04-21,Central,Office Supplies,Appliances,4,0.8,97.26,-243.16,2017,4,Apr,2,16,2017-04,24.32,-243.16
US-2015-101511,2015-11-21,East,Furniture,Chairs,7,0.3,396.8,-11.3372,2015,11,Nov,4,47,2015-11,56.69,-11.34
US-2015-101511,2015-11-21,East,Office Supplies,Supplies,5,0.2,15.88,-3.7715,2015,11,Nov,4,47,2015-11,3.18,-3.77
CA-2015-137225,2015-12-15,East,Office Supplies,Art,1,0.0,3.28,1.4104,2015,12,Dec,4,51,2015-12,3.28,1.41
CA-2014-166191,2014-12-05,Central,Office Supplies,Storage,2,0.2,24.82,1.8612,2014,12,Dec,4,49,2014-12,12.41,1.86
CA-2014-166191,2014-12-05,Central,Technology,Accessories,7,0.2,408.74,76.6395,2014,12,Dec,4,49,2014-12,58.39,76.64
CA-2014-158274,2014-11-19,South,Technology,Phones,4,0.0,503.96,131.0296,2014,11,Nov,4,47,2014-11,125.99,131.03
CA-2014-158274,2014-11-19,South,Technology,Phones,5,0.0,149.95,41.986,2014,11,Nov,4,47,2014-11,29.99,41.99
CA-2014-158274,2014-11-19,South,Technology,Accessories,2,0.0,29.0,7.25,2014,11,Nov,4,47,2014-11,14.5,7.25
CA-2016-105018,2016-11-28,East,Office Supplies,Binders,2,0.0,7.16,3.4368,2016,11,Nov,4,48,2016-11,3.58,3.44
CA-2014-123260,2014-08-26,West,Technology,Accessories,8,0.0,176.8,22.984,2014,8,Aug,3,35,2014-08,22.1,22.98
CA-2016-157000,2016-07-16,Central,Office Supplies,Storage,3,0.2,37.22,3.7224,2016,7,Jul,3,28,2016-07,12.41,3.72
CA-2016-157000,2016-07-16,Central,Office Supplies,Paper,3,0.2,20.02,6.255,2016,7,Jul,3,28,2016-07,6.67,6.26
CA-2015-102281,2015-10-12,East,Furniture,Bookcases,4,0.2,899.14,112.392,2015,10,Oct,4,42,2015-10,224.78,112.39
CA-2015-102281,2015-10-12,East,Technology,Phones,6,0.0,71.76,20.0928,2015,10,Oct,4,42,2015-10,11.96,20.09
CA-2015-102281,2015-10-12,East,Office Supplies,Paper,8,0.0,51.84,24.8832,2015,10,Oct,4,42,2015-10,6.48,24.88
CA-2015-102281,2015-10-12,East,Furniture,Bookcases,3,0.2,626.35,46.9764,2015,10,Oct,4,42,2015-10,208.78,46.98
CA-2015-102281,2015-10-12,East,Office Supplies,Art,5,0.0,19.9,6.567,2015,10,Oct,4,42,2015-10,3.98,6.57
CA-2015-131457,2015-10-31,West,Office Supplies,Envelopes,7,0.0,14.28,6.7116,2015,10,Oct,4,44,2015-10,2.04,6.71
CA-2014-140004,2014-03-21,East,Office Supplies,Art,2,0.2,7.41,1.2038,2014,3,Mar,1,12,2014-03,3.7,1.2
CA-2014-140004,2014-03-21,East,Office Supplies,Art,3,0.2,6.05,1.5876,2014,3,Mar,1,12,2014-03,2.02,1.59
CA-2017-107720,2017-11-06,East,Office Supplies,Storage,3,0.0,46.26,12.0276,2017,11,Nov,4,45,2017-11,15.42,12.03
US-2017-124303,2017-07-06,East,Office Supplies,Binders,2,0.7,2.95,-2.2586,2017,7,Jul,3,27,2017-07,1.48,-2.26
